"","Saanich_010","Saanich_100","Saanich_120","Saanich_135","Saanich_150","Saanich_165","Saanich_200"
"Otu1973",4,8,4,9,19,2,5
"Otu1974",4,2,28,4,18,13,347
"Otu1975",2,2,2,2,2,23,2
"Otu1976",74,2,2,7,2,2,4
"Otu1977",2,2,2,2,4,9,4
"Otu1978",4,2,2,2,2,2,9
"Otu1979",2,2,2,5,4,2,2
"Otu1980",2,4,4,2,2,9,2
"Otu1981",4,12,2,2,2,2,2
"Otu1982",27,2,12,5,2,2,8
"Otu1983",2,2,10,9,2,2,2
"Otu1984",4,5,19,2,33,10,12
"Otu1985",4,3,3,4,2,29,2
"Otu1986",2,2,4,6,6,1,6
"Otu1987",2,6,5,2,2,9,2
"Otu1988",2,4,2,2,23,4,6
"Otu1989",115,6,2,2,2,4,4
"Otu1990",5,2,2,4,2,23,4
"Otu1991",2,2,2,10,2,21,62
"Otu1992",4,2,20,5,22,12,6
"Otu1993",13,4,3,2,14,2,2
"Otu1994",5,4,626,564,478,364,146
"Otu1995",4,2,2,2,2,2,3
"Otu1996",6,4,2,2,2,3,4
"Otu1997",7,24,41,3,2,7,4
"Otu1998",4,2,2,2,2,2,4
"Otu1999",4,29,49,29,12,4,6
"Otu2000",2,4,2,2,2,3,11
"Otu2001",3,2,2,2,2,2,3
"Otu2002",29,2,4,8,2,4,2
"Otu2003",11,2,4,2,2,2,6
"Otu2004",74,2,2,9,8,17,4
"Otu2005",2,2,3,2,6,2,4
"Otu2006",4,8,4,9,4,9,2
"Otu2007",14,2,2,13,7,21,4
"Otu2008",11,2,3,2,2,9,9
"Otu2009",4,2,9,9,2,9,8
"Otu2010",4,25,6,2,2,4,2
"Otu2011",4,2,4,6,8,9,12
"Otu2012",2,2,2,3,1,6,6
"Otu2013",4,2,2,2,12,4,2
"Otu2014",4,5,2,3,4,2,6
"Otu2015",2,28,4,2,2,2,2
"Otu2016",2,2,2,16,22,2,6
"Otu2017",2,2,2,11,2,2,2
"Otu2018",742,2,2,9,2,7,58
"Otu2019",2,29,24,2,2,2,4
"Otu2020",6,4,4,2,2,2,10
"Otu2021",2,2,2,4,2,3,12
"Otu2022",2,2,2,2,59,250,9
"Otu2023",14,8,2,2,2,2,3
"Otu2024",4,2,2,2,2,3,11
"Otu2025",2,4,2,14,28,2,2
"Otu2026",206,4,6,2,2,4,9
"Otu2027",4,16,29,95,217,139,91
"Otu2028",2,4,2,7,2,2,38
"Otu2029",2,2,2,31,2,6,2
"Otu2030",8,4,2,2,2,2,7
"Otu2031",11,2,2,8,2,9,2
"Otu2032",2,2,2,4,21,2,6
"Otu2033",4,6,4,2,7,4,10
"Otu2034",4,2,2,4,2,2,4
"Otu2035",2,16,2,2,14,2,2
"Otu2036",4,55,51,24,6,2,6
"Otu2037",2,2,5,2,4,40,10
"Otu2038",4,24,2,2,2,21,2
"Otu2039",2,2,2,3,2,21,3
"Otu2040",10,2,4,12,2,4,2
"Otu2041",4,2,10,37,5,17,13
"Otu2042",4,2,2,2,4,9,4
"Otu2043",4,2,2,2,22,4,18
"Otu2044",2,2,2,2,2,29,2
"Otu2045",4,4,2,2,22,50,2
"Otu2046",74,2,2,12,2,69,2
"Otu2047",8,4,2,2,23,34,6
"Otu2048",8,2,3,2,2,2,22
"Otu2049",2,6,2,2,2,2,7
"Otu2050",3,2,2,2,22,7,2
"Otu2051",14,2,2,6,2,4,2
"Otu2052",2,22,40,28,4,2,4
"Otu2053",3,2,2,2,22,4,4
"Otu2054",4,2,2,2,22,7,4
"Otu2055",2,2,2,2,15,2,4
"Otu2056",2,3,2,4,3,6,4
"Otu2057",65,2,28,8,4,112,4
"Otu2058",51,2,4,2,102,20,292
"Otu2059",2,2,2,2,2,4,11
"Otu2060",4,2,2,4,47,2,4
"Otu2061",3,2,5,4,2,9,4
"Otu2062",2,4,2,2,3,2,11
"Otu2063",13,4,2,2,2,23,20
"Otu2064",2,4,2,2,4,1,4
"Otu2065",5,3,2,2,22,2,2
"Otu2066",2,3,2,4,2,2,4
"Otu2067",4,14,5,6,2,9,2
"Otu2068",5,4,2,3,5,9,2
"Otu2069",13,2,2,2,2,9,4
"Otu2070",4,3,2,20,3,2,4
"Otu2071",2,2,3,6,2,2,2
"Otu2072",2,2,2,2,4,4,4
"Otu2073",2,4,2,6,2,9,2
"Otu2074",14,4,2,10,5,21,2
"Otu2075",4,4,37,3,10,10,29
"Otu2076",4,4,2,6,2,3,2
"Otu2077",3,2,4,2,2,2,2
"Otu2078",6,4,2,2,2,2,7
"Otu2079",2,4,3,2,2,2,3
"Otu2080",3,2,2,2,2,1,11
"Otu2081",4,2,3,2,4,2,117
"Otu2082",4,2,2,6,4,2,2
"Otu2083",4,6,2,2,2,6,4
"Otu2084",2,4,2,2,12,2,2
"Otu2085",11,3,4,8,2,2,13
"Otu2086",4,2,2,4,7,2,5
"Otu2087",4,2,8,3,2,4,6
"Otu2088",4,2,2,5,2,2,3
"Otu2089",15,4,4,2,2,2,3
"Otu2090",4,7,2,2,2,2,2
"Otu2091",4,2,4,2,2,2,2
"Otu2092",4,2,2,2,4,9,9
"Otu2093",4,4,2,4,2,2,14
"Otu2094",2,4,2,2,2,29,5
"Otu2095",2,5,2,10,6,3,10
"Otu2096",39,9,4,17,2,2,4
"Otu2097",4,16,50,33,7,2,4
"Otu2098",4,4,4,2,7,2,2
"Otu2099",5,4,4,2,2,1,10
"Otu2100",2,2,2,2,2,2,4
"Otu2101",2,16,4,2,23,9,4
"Otu2102",2,2,2,3,4,21,20
"Otu2103",2,2,4,2,2,2,2
"Otu2104",2,4,4,4,23,16,2
"Otu2105",79,4,2,2,2,4,20
"Otu2106",2,2,2,2,2,29,4
"Otu2107",4,2,2,2,6,2,117
"Otu2108",14,6,4,2,6,2,3
"Otu2109",2,2,4,4,18,7,18
"Otu2110",2,2,2,3,4,2,7
"Otu2111",2,4,3,2,2,2,4
"Otu2112",2,2,2,4,7,9,4
"Otu2113",4,2,2,8,2,21,6
"Otu2114",13,4,2,2,2,1,8
"Otu2115",4,2,2,2,2,2,11
"Otu2116",7,2,2,4,2,9,100
"Otu2117",2,4,2,4,2,2,2
"Otu2118",2,4,2,6,2,9,2
"Otu2119",4,2,2,2,2,1,9
"Otu2120",4,2,2,4,2,9,4
"Otu2121",2,2,2,4,2,2,4
"Otu2122",14,4,2,2,2,17,2
"Otu2123",4,67,55,25,7,2,6
"Otu2124",4,5,9,2,3,2,4
"Otu2125",4,4,3,2,6,2,22
"Otu2126",6,4,7,13,1,21,4
"Otu2127",5,7,2,2,2,4,2
"Otu2128",2,4,2,2,2,3,8
"Otu2129",2,2,2,2,2,2,2
"Otu2130",2,2,3,7,2,4,4
"Otu2131",14,2,4,2,2,2,3
"Otu2132",13,2,2,2,2,2,2
"Otu2133",2,28,11,2,2,4,2
"Otu2134",14,4,8,2,2,11,6
"Otu2135",15,2,2,2,4,2,4
"Otu2136",2,10,2,2,2,2,4
"Otu2137",2,155,160,4,8,3,3
"Otu2138",167,2,2,2,4,13,12
"Otu2139",79,5,2,2,2,2,5
"Otu2140",7,4,4,2,4,2,2
"Otu2141",2,2,2,2,4,2,3
"Otu2142",4,2,4,17,19,21,2
"Otu2143",4,2,32,11,2,3,12
"Otu2144",2,3,50,8,17,8,4
"Otu2145",2,2,2,17,20,6,2
"Otu2146",3,11,2,2,2,2,5
"Otu2147",2,4,4,13,25,20,4
"Otu2148",2,2,4,4,2,23,4
"Otu2149",79,2,2,8,9,2,2
"Otu2150",4,11,3,15,8,2,11
"Otu2151",6,2,2,4,2,17,7
"Otu2152",12,4,20,9,2,2,9
"Otu2153",2,4,2,9,2,21,25
"Otu2154",167,4,4,2,2,30,2
"Otu2155",74,4,4,2,2,2,3
"Otu2156",4,2,2,29,13,17,2
"Otu2157",4,2,2,2,15,4,116
"Otu2158",4,12,7,6,6,2,5
"Otu2159",4,12,2,2,2,6,3
"Otu2160",2,2,2,2,2,2,11
"Otu2161",11,2,2,2,2,2,11
"Otu2162",13,2,4,2,8,2,18
"Otu2163",2,2,4,2,22,4,9
"Otu2164",79,8,4,2,4,2,3
"Otu2165",4,2,4,2,4,9,6
"Otu2166",4,5,2,2,2,9,4
"Otu2167",4,5,2,2,2,23,5
"Otu2168",74,4,28,2,22,4,2
"Otu2169",2,2,4,2,2,2,2
"Otu2170",10,2,2,2,2,2,11
"Otu2171",4,2,20,3,2,2,9
"Otu2172",14,2,2,2,35,4,6
"Otu2173",2,2,2,2,4,9,22
"Otu2174",2,2,2,2,2,23,4
"Otu2175",2,4,2,2,2,23,12
"Otu2176",2,4,6,11,2,2,8
"Otu2177",2,4,2,2,2,2,11
"Otu2178",2,2,2,16,2,2,47
"Otu2179",6,2,2,16,8,2,2
"Otu2180",14,2,4,4,7,2,4
"Otu2181",6,2,2,2,2,2,11
"Otu2182",5,4,2,6,2,9,10
"Otu2183",2,2,2,2,2,2,9
"Otu2184",2,4,36,85,124,2,91
"Otu2185",4,2,28,6,4,2,12
"Otu2186",2,2,3,2,2,29,11
"Otu2187",2,2,55,37,2,2,4
"Otu2188",4,4,2,2,2,9,4
"Otu2189",6,2,2,2,2,2,9
"Otu2190",3,4,5,2,4,2,4
"Otu2191",216,11,51,30,2,2,6
"Otu2192",2,5,2,2,4,2,2
"Otu2193",79,2,2,8,2,2,5
"Otu2194",2,4,2,7,4,4,5
"Otu2195",5,6,2,4,2,4,3
"Otu2196",2,4,2,2,2,2,2
"Otu2197",3,2,2,4,2,2,4
"Otu2198",2,6,5,6,2,2,2
"Otu2199",15,3,4,2,2,2,22
"Otu2200",147,2,4,4,2,2,2
"Otu2201",3,2,2,2,2,2,4
"Otu2202",79,6,5,4,4,2,7
"Otu2203",2,2,2,2,22,2,18
"Otu2204",4,4,3,2,12,2,2
"Otu2205",5,2284,1031,246,15,4,66
"Otu2206",167,4,28,48,45,2,33892
"Otu2207",6,4,2,2,2,1,5
"Otu2208",2,4,12,8,6,6,2
"Otu2209",4,2,2,2,5,9,4
"Otu2210",2,2,2,2,2,1,9
"Otu2211",4,7,2,2,9,4,4
"Otu2212",14,3,2,3,2,6,4
"Otu2213",2,3,2,2,2,9,2
"Otu2214",2,4,16,28,2,2,85
"Otu2215",2,2,2,3,2,6,8
"Otu2216",7,4,5,4,2,1,22
"Otu2217",2,3,2,2,2,2,3
"Otu2218",2,2,2,2,2,1,4
"Otu2219",4,2,2,2,12,5,3
"Otu2220",4,2,7,2,4,6,6
"Otu2221",4,2,3,2,2,4,22
"Otu2222",4,2,2,4,4,9,4
"Otu2223",4,153,2,2,18,12,9
"Otu2224",4,2,138,246,225,1216,25
"Otu2225",25,2,2,2,22,2,18
"Otu2226",4,2,2,2,15,2,6
"Otu2227",2,2,4,4,2,2,9
"Otu2228",3,2,2,2,12,36,4
"Otu2229",5,2,2,2,4,9,4
"Otu2230",2,34,62,25,2,2,4
"Otu2231",2,4,8,2,6,5,18
"Otu2232",14,4,3,2,4,9,4
"Otu2233",5,4,2,2,2,2,3
"Otu2234",6,2,5,2,2,9,6
"Otu2235",7,2,2,2,22,4,6
"Otu2236",2,2,2,3,2,2,8
"Otu2237",2,2,2,8,2,2,2
"Otu2238",2,2,2,6,2,2,2
"Otu2239",4,6,3,2,2,2,4
"Otu2240",1,7,3,14,4,4,2
"Otu2241",2,2,2,2,6,2,2
"Otu2242",2,3,2,2,2,23,4
"Otu2243",4,2,2,4,6,21,5
"Otu2244",2,3,2,2,2,1,2
"Otu2245",74,2,2,2,2,9,8
"Otu2246",4,4,8,10,2,2,2
"Otu2247",2,4,2,2,13,4,2
"Otu2248",2,4,2,4,2,2,3
"Otu2249",4,5,3,2,15,14,2
"Otu2250",11,4,2,4,6,4,5
"Otu2251",2,4,2,8,6,4,3
"Otu2252",2,2,2,2,2,23,7
"Otu2253",2,4,4,2,312,364,5
"Otu2254",4,2,40,35,19,2,6
"Otu2255",4,2,2,2,2,23,5
"Otu2256",4,2,2,21,3,2,2
"Otu2257",4,4,8,6,2,2,4
"Otu2258",2,4,2,2,2,21,12
"Otu2259",4,4,262,48,884,423,29
"Otu2260",4,6,15,4,20,35,6
"Otu2261",4,4,5,2,12,2,6
"Otu2262",2,4,2,2,22,2,6
"Otu2263",4,22,2,4,4,2,7
"Otu2264",4,2,2,2,17,2,2
"Otu2265",11,4,2,4,2,3,2
"Otu2266",2,2,2,2,3,29,7
"Otu2267",2,4,22,3,3,24,4
"Otu2268",7,4,2,2,6,2,3
"Otu2269",2,2,2,6,2,2,4
"Otu2270",7,2,4,4,2,2,3
"Otu2271",5,2,4,2,2,9,2
"Otu2272",2,9,7,2,4,2,2
"Otu2273",4,2,2,2,2,2,3
"Otu2274",2,9,10,2,3,8,4
"Otu2275",5,68,17,4,2,2,2
"Otu2276",2,4,28,4,10,2,4
"Otu2277",734,141,14,2,2,2,13
"Otu2278",2,2,2,2,2,21,4
"Otu2279",4,4,2,2,2,9,7
"Otu2280",4,20,26,5,2,4,9
"Otu2281",2,2,2,2,2,3,2
"Otu2282",4,2,2,10,2,21,62
"Otu2283",4,2,2,8,2,4,2
"Otu2284",2,4,32,7,3,4,347
"Otu2285",4,2,2,2,12,2,10
"Otu2286",4,92,57,3,2,4,292
"Otu2287",2,2,2,2,2,2,4
"Otu2288",39,28,2,2,2,2,4
"Otu2289",3,12,3,13,8,2,4
"Otu2290",2,2,75,3,2,26,74
"Otu2291",4,4,4,4,7,9,3
"Otu2292",11,1908,1031,505,860,4,92
"Otu2293",2,20,2,20,7,2,2
"Otu2294",8,2,2,9,2,2,35
"Otu2295",22,4,2,23,24,9,33892
"Otu2296",14,2,2,2,23,2,6
"Otu2297",18,4,14,2,4,2,2
"Otu2298",2,2,2,2,2,2,11
"Otu2299",12,2,7,5,2,2,4
"Otu2300",3,2,2,2,2,2,4
"Otu2301",2,2,2,2,2,1,3
"Otu2302",9,4,2,2,4,4,4
"Otu2303",4,15,4,2,2,4,2
"Otu2304",74,2,2,13,6,4,2
"Otu2305",2,2,4,6,2,6,3
"Otu2306",2,2,2,2,2,1,11
"Otu2307",8,2,2,2,4,2,4
"Otu2308",2,2,2,2,2,2,2
"Otu2309",2,2,4,2,2,2,3
"Otu2310",4,2,6,4,15,2,2
"Otu2311",5,2,4,6,2,2,2
"Otu2312",3,9,2,2,2,3,3
"Otu2313",2,5,2,7,10,2,15
"Otu2314",5,2,2,2,2,2,11
"Otu2315",2,3,9,2,20,2,2
"Otu2316",2,2,2,2,13,2,6
"Otu2317",2,2,2,3,4,1,11
"Otu2318",13,25,126,35,15,4,29
"Otu2319",8,4,7,10,23,4,22
"Otu2320",5,6,4,2,2,9,3
"Otu2321",3,4,2,2,2,17,2
"Otu2322",11,8,2,2,7,2,2
"Otu2323",5,4,2,3,2,6,2
"Otu2324",4,6,5,2,17,33,6
"Otu2325",8,12,2,4,2,4,4
"Otu2326",8,5,75,108,38,2,4
"Otu2327",2,7,2,4,2,2,4
"Otu2328",2,4,2,2,2,21,6
"Otu2329",8,2,2,9,2,4,2
"Otu2330",4,4,4,1,4,2,6
"Otu2331",3,3,2,5,2,2,4
"Otu2332",2,6,2,2,2,23,4
"Otu2333",14,4,2,6,9,17,5
"Otu2334",6,4,2,2,15,2,6
"Otu2335",3,4,120,116,5,2,47
"Otu2336",4,3,2,2,22,6,18
"Otu2337",13,4,2,2,22,21,2
"Otu2338",4,2,2,2,15,6,2
"Otu2339",2,2,4,4,2,21,2
"Otu2340",2,2,2,2,22,21,2
"Otu2341",5,3,2,4,6,9,2
"Otu2342",167,3,2,2,4,2,5
"Otu2343",10,3,72,41,40,41,26
"Otu2344",3,3,3,2,4,2,2
"Otu2345",2,3,5,7,4,29,5
"Otu2346",5,3,2,2,2,2,5
"Otu2347",2,2,2,3,5,9,7
"Otu2348",6,3,2,4,2,4,14
"Otu2349",22,4,19,15,8,13,3
"Otu2350",90,3,41,48,20,2,8
"Otu2351",3,3,2,2,2,2,5
"Otu2352",2,3,6,5,14,4,6
"Otu2353",2,2,2,2,3,9,11
"Otu2354",2,7,3,6,2,4,4
"Otu2355",2,14,2,4,2,3,3
"Otu2356",4,2,2,2,2,3,4
"Otu2357",13,2,2,2,12,3,10
"Otu2358",2,4,5,8,2,3,2
"Otu2359",2,3,11,4,4,2,9
"Otu2360",3,100,143,100,13,2,2
"Otu2361",2,2,4,3,22,18,116
"Otu2362",6,3,12,17,4,2,2
"Otu2363",2,4,5,2,2,3,10
"Otu2364",12,2,8,6,5,3,10
"Otu2365",2,2,6,3,2,2,2
"Otu2366",2,16,23,6,2,3,4
"Otu2367",74,2,2,4,3,4,3
"Otu2368",2,3,12,4,15,2,4
"Otu2369",2,3,3,2,7,4,3
"Otu2370",3,9,4,3,2,6,4
"Otu2371",16,3,50,144,67,2,6
"Otu2372",2,3,10,4,2,59,10
"Otu2373",3,2,2,2,15,3,2
"Otu2374",3,5,3,4,2,2,2
"Otu2375",2,3,15,26,8,21,2
"Otu2376",2,2,3,4,6,2,11
"Otu2377",2,3,2,2,2,23,6
"Otu2378",11,3,2,6,2,9,77958
"Otu2379",2,3,5,2,2,2,2
"Otu2380",2,18,3,2,14,4,3
"Otu2381",2,5,3,4,2,3,4
"Otu2382",8,4,2,2,2,17,3
"Otu2383",2,3,2,24,17,69,91
"Otu2384",2,3,2,4,2,9,2
"Otu2385",2,3,2,2,15,2,6
"Otu2386",2,3,2,2,2,23,4
"Otu2387",2,3,2,3,2,2,2
"Otu2388",2,3,4,6,4,3,12
"Otu2389",6,3,14,2,2,4,4
"Otu2390",2,2,3,6,2,9,2
"Otu2391",4,238,255,73,180,23,3
"Otu2392",2,3,106,64,8,4,6
"Otu2393",13,3,2,2,6,2,4
"Otu2394",2,3,3,4,2,9,5
"Otu2395",2,10,3,2,15,6,2
"Otu2396",15,48,3,8,81,4,9
"Otu2397",11,3,2,6,3,2,2
"Otu2398",13,3,2,13,3,69,7
"Otu2399",2,2,3,2,2,4,2
"Otu2400",13,3,2,2,7,2,4
"Otu2401",3,2,9,26,8,2,41
"Otu2402",14,3,40,33,19,3,6
"Otu2403",4,3,9,5,4,4,18
"Otu2404",6,3,25,15,2,2,32
"Otu2405",2,3,3,2,12,2,2
"Otu2406",4,16,3,2,2,4,3
"Otu2407",14,3,2,2,2,21,6
"Otu2408",2,3,2,2,3,2,3
"Otu2409",5,4,3,2,6,2,117
"Otu2410",167,4,3,2,44,10,4
"Otu2411",2,2,3,4,7,2,9
"Otu2412",2,2,3,8,7,6,2
"Otu2413",6,3,25,14,2,6,6
"Otu2414",3,3,2,4,2,2,14
"Otu2415",3,20,2,5,4,3,6
"Otu2416",39,3,2,6,3,6,4
"Otu2417",14,3,2,2,5,2,4
"Otu2418",4,3,2,6,42,2,18
"Otu2419",13,8,2,3,2,6,7
"Otu2420",3,24,2,3,2,4,2
"Otu2421",4,3,3,2,6,2,3
"Otu2422",581,75,3,2,4,21,13
"Otu2423",334,3,37,3,2,90,292
"Otu2424",206,20,3,2,6,2,5
"Otu2425",2,2,3,2,4,9,117
"Otu2426",1,3,4,2,2,2,2
"Otu2427",344,2,94,64,5,11,3
"Otu2428",2,2,2,2,7,2,3
"Otu2429",11,3,4,2,4,2,10
"Otu2430",2,3,2,2,2,3,9
"Otu2431",2,3,2,2,2,2,4
"Otu2432",3,4,2,4,2,2,100
"Otu2433",22,4,2,5,5,9,3
"Otu2434",3,2,7,15,22,53,40
"Otu2435",14,3,2,2,22,95,7
"Otu2436",6,3,2,2,18,2,116
"Otu2437",3,3,2,2,3,1,11
"Otu2438",14,3,2,6,26,18,4
"Otu2439",3,2,2,11,8,2,2
"Otu2440",2,2,3,4,9,2,4
"Otu2441",2,6,3,3,2,6,2
"Otu2442",2,3,2,4,2,6,2
"Otu2443",3,4,2,2,5,2,3
"Otu2444",8,5,2,2,2,23,3
"Otu2445",3,3,2,48,71,2,13
"Otu2446",3,2,3,21,15,21,41
"Otu2447",2,2,3,5,4,2,5
"Otu2448",11,3,2,2,2,17,8
"Otu2449",2,3,9,4,10,2,32
"Otu2450",2,3,2,4,2,6,2
"Otu2451",3,3,2,2,22,2,116
"Otu2452",2,13,2,2,3,3,100
"Otu2453",1271,2,2,29,6,4,3
"Otu2454",74,2,3,2,4,4,9
"Otu2455",2,3,2,4,2,9,2
"Otu2456",3,9,11,3,20,17,6
"Otu2457",13,3,4,7,16,2,8
"Otu2458",28,3,120,73,18,77,2
"Otu2459",2,3,2,2,4,9,9
"Otu2460",3,24,2,3,2,21,2
"Otu2461",2,3,2,2,4,1,22
"Otu2462",14,3,2,8,2,2,4
"Otu2463",10,2,3,6,7,9,14
"Otu2464",74,3,4,9,5,2,3
"Otu2465",3,6,6,2,2,2,6
"Otu2466",8,2,2,2,3,21,7
"Otu2467",3,2,21,14,6,6,6
"Otu2468",3,3,2,2,2,23,2
"Otu2469",2,4,3,5,2,6,2
"Otu2470",2,3,2,2,2,2,5
"Otu2471",3,3,2,2,2,2,3
"Otu2472",3,13,2,13,10,6,7
"Otu2473",3,2,2,2,2,29,6
"Otu2474",2,2,3,2,7,4,2
"Otu2475",167,3,2,2,20,4,22
"Otu2476",5,9,3,6,4,2,2
"Otu2477",14,4,3,2,2,2,3
"Otu2478",2,3,2,2,2,2,3
"Otu2479",22,3,2,2,2,21,2
"Otu2480",2,3,9,8,2,1,4
"Otu2481",2,3,2,2,4,9,3
"Otu2482",74,3,2,8,2,4,37
"Otu2483",74,3,2,2,8,13,5
"Otu2484",2,2,2,4,27,1,3
"Otu2485",2,2,3,2,2,2,2
"Otu2486",2,3,11,2,2,5,9
"Otu2487",2,2,3,2,4,2,2
"Otu2488",41,3,2,8,2,3,45
"Otu2489",3,2,2,2,4,2,22
"Otu2490",2,2,2,2,23,2,3
"Otu2491",8,6,4,2,2,3,4
"Otu2492",2,15,2,3,2,9,2
"Otu2493",3,3,2,2,4,1,4
"Otu2494",3,2,2,2,22,2,2
"Otu2495",6,6,2,3,30,12,2
"Otu2496",11,11,3,4,2,9,8
"Otu2497",15,135,100,30,2,17,3
"Otu2498",2,3,2,3,14,12,22
"Otu2499",2,3,6,2,2,2,6
"Otu2500",3,4,28,2,5,14,2
"Otu2501",74,2,2,4,23,2,3
"Otu2502",3,2,92,168,248,6,91
"Otu2503",3,6,663,618,396,23,2
"Otu2504",2,2,3,4,2,4,4
"Otu2505",14,3,3,2,2,1,117
"Otu2506",2,2,3,4,4,21,20
"Otu2507",2,4,3,4,6,9,7
"Otu2508",79,3,2,2,2,2,2
"Otu2509",4,10,3,2,14,2,10
"Otu2510",2,4,3,17,2,2,47
"Otu2511",2,2,35,30,2,3,6
"Otu2512",2,3,2,2,2,17,5
"Otu2513",2,2,28,3,2,22,12
"Otu2514",44,3,6,5,5,2,22
"Otu2515",11,2,4,2,7,3,6
"Otu2516",2,3,31,12,2,20,9
"Otu2517",79,34,3,2,3,4,2
"Otu2518",11,3,2,2,22,13,6
"Otu2519",2,3,5,18,18,9,2
"Otu2520",2,3,2,7,32,36,5
"Otu2521",3,3,3,2,4,2,22
"Otu2522",2,23,35,4,28,2,3
"Otu2523",3,4,2,2,2,17,6
"Otu2524",2,3,2,9,3,2,3
"Otu2525",2,3,85,222,112,79,190
"Otu2526",6,2,3,2,6,2,3
"Otu2527",2,2,3,2,2,9,4
"Otu2528",3,2,2,4,2,4,2
"Otu2529",2,4,3,4,31,2,6
"Otu2530",206,3,2,3,5,2,2
"Otu2531",3,36,209,75,2,2,29
"Otu2532",3,4,4,2,6,4,2
"Otu2533",2,3,2,2,2,2,9
"Otu2534",2,2,3,2,2,2,4
"Otu2535",21,2,3,6,2,4,2
"Otu2536",3,4,2,4,2,4,3
"Otu2537",3,25,2,2,6,4,2
"Otu2538",3,5,2,7,6,6,2
"Otu2539",3,2,2,7,2,4,2
"Otu2540",3,23,32,12,2,2,2
"Otu2541",4,4,3,2,4,2,3
"Otu2542",2,3,3,2,12,2,116
"Otu2543",2,2,3,6,7,21,4
"Otu2544",2,2,3,7,4,9,15
"Otu2545",3,2,2,4,2,4,5
"Otu2546",14,3,2,7,2,2,35
"Otu2547",83,23,3,952,1764,619,1202
"Otu2548",872,3,2,30,2,4,9
"Otu2549",4,3,2,8,71,2,9
"Otu2550",3,4,2,2,6,9,3
"Otu2551",2,3,4,6,2,2,2
"Otu2552",3,15,4,4,2,2,2
"Otu2553",3,6,2,2,12,4,3
"Otu2554",2,2,3,2,12,2,116
"Otu2555",2,2,3,3,4,2,9
"Otu2556",4,2,2,3,2,9,12
"Otu2557",4,3,370,497,211,2,190
"Otu2558",19,3,2,2,2,2,4
"Otu2559",2,3,4,24,2,84,2
"Otu2560",3,3,8,4,7,12,2
"Otu2561",12,3,2,2,22,6,116
"Otu2562",3,2,2,2,22,2,8
"Otu2563",42,5,14,2,2,4,3
"Otu2564",11,2,3,2,2,4,3
"Otu2565",2,6,3,4,2,3,3
"Otu2566",2,3,3,2,2,4,117
"Otu2567",6,3,2,2,2,23,2
"Otu2568",3,16,2,2,2,2,2
"Otu2569",2,3,4,2,28,2,4
"Otu2570",3,2,2,26,4,4,2
"Otu2571",3,3,2,4,7,9,20
"Otu2572",13,2,1,3,10,4,5
"Otu2573",3,2,2,2,22,95,3
"Otu2574",2,2,3,28,2,2,2
"Otu2575",2,2,2,2,3,2,4
"Otu2576",3,3,2,2,2,1,11
"Otu2577",3,2,2,2,4,9,4
"Otu2578",3,2,2,2,3,17,11
"Otu2579",2,2,21,29,75,2,6
"Otu2580",2,2,2,9,2,21,3
"Otu2581",2,3,2,3,2,6,12
"Otu2582",11,13,13,2,2,2,2
"Otu2583",2,2,34,25,4,4,2
"Otu2584",2,2,2,2,2,17,5
"Otu2585",2,3,4,2,2,9,117
"Otu2586",3,541,117,9,2,2,2
"Otu2587",2,5,2,2,4,2,11
"Otu2588",2,10,2,2,2,2,3
"Otu2589",2,3,4,2,2,9,22
"Otu2590",2,4,2,3,3,2,2
"Otu2591",19,2,2,4,4,17,14
"Otu2592",6,2,2,24,8,2,33892
"Otu2593",2,2,2,2,2,23,5
"Otu2594",11,2,2,2,2,29,2
"Otu2595",2,2,2,2,2,17,5
"Otu2596",2,8,4,35,75,2,33892
"Otu2597",2,4,2,18,20,4,11
"Otu2598",2,78,37,2,2,23,6
"Otu2599",4,2,2,2,6,2,2
"Otu2600",2,2,2,2,2,2,11
"Otu2601",2,30,6,5,2,2,4
"Otu2602",79,2,9,2,7,2,8
"Otu2603",11,2,2,2,2,2,3
"Otu2604",2,2,2,2,2,2,4
"Otu2605",4,2,2,4,15,21,4
"Otu2606",8,2,6,2,5,13,18
"Otu2607",6,2,2,28,6,12,2
"Otu2608",6,2,2,6,4,9,5
"Otu2609",6,2,2,4,25,83,5
"Otu2610",2,55,62,41,19,4,8
"Otu2611",2,2,2,2,2,2,4
"Otu2612",2,12,2,2,2,2,3
"Otu2613",3,2,2,2,2,2,2
"Otu2614",2,6,38,28,4,53,2
"Otu2615",13,2,2,2,47,1,2
"Otu2616",2,5,2,2,2,6,4
"Otu2617",3,8,2,2,15,21,4
"Otu2618",138,8,14,5,4,2,2
"Otu2619",199,2,2,8,2,9,3
"Otu2620",11,16,4,2,2,6,4
"Otu2621",2,5,2,2,2,3,11
"Otu2622",2,6,2,2,2,29,2
"Otu2623",2,2,2,8,8,3,2
"Otu2624",2,2,4,2,6,2,18
"Otu2625",2,2,2,4,2,9,14
"Otu2626",2,3,2,4,4,21,3
"Otu2627",887,4,4,13,2,2,91
"Otu2628",2,286,196,4,2,8,146
"Otu2629",4,2,2,4,2,3,12
"Otu2630",5,2,2,2,2,17,2
"Otu2631",2,2,2,4,2,4,2
"Otu2632",2,2,2,10,2,21,2
"Otu2633",7,2,2,4,2,2,2
"Otu2634",2,2,2,2,2,21,5
"Otu2635",12,2,2,5,19,2,4
